date,location,daily_vaccinations_raw,daily_vaccinations,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_per_million,share_doses_used
2021-02-18,Tennessee,14834,21143,1014351,1410500,691486,4.67,14.85,318673,10.12,20.65,3096,0.719
2021-02-19,Tennessee,69228,25995,1083579,1466450,740230,4.96,15.87,339016,10.84,21.47,3806,0.739
2021-02-20,Tennessee,14247,24434,1097826,1477175,748756,5.05,16.08,344665,10.96,21.63,3578,0.743
2021-02-21,Tennessee,19294,21434,1117120,1478150,757333,5.2,16.36,355245,11.09,21.64,3139,0.756
2021-02-22,Tennessee,13714,21542,1130834,1478150,763973,5.3,16.56,362284,11.19,21.64,3154,0.765
2021-02-23,Tennessee,9002,20978,1139836,1562170,767826,5.38,16.69,367249,11.24,22.88,3072,0.73
2021-02-24,Tennessee,36159,25211,1175995,1774540,784786,5.66,17.22,386198,11.49,25.99,3692,0.663
2021-02-25,Tennessee,34164,27973,1210159,1787250,802161,5.9,17.72,402729,11.75,26.17,4096,0.677
2021-02-26,Tennessee,47174,24822,1257333,1877820,829456,6.18,18.41,422273,12.15,27.5,3635,0.67
2021-02-27,Tennessee,44196,29100,1301529,1965740,853658,6.47,19.06,441949,12.5,28.78,4261,0.662
2021-02-28,Tennessee,57853,34609,1359382,1965740,888096,6.81,19.91,465021,13,28.78,5068,0.692
2021-03-01,Tennessee,35277,37689,1394659,1965740,912983,6.96,20.42,475312,13.37,28.78,5519,0.709
2021-03-02,Tennessee,10945,37967,1405604,1974990,921398,7,20.58,477719,13.49,28.92,5560,0.712
2021-03-03,Tennessee,49894,39929,1455498,2043160,953568,7.25,21.31,495032,13.96,29.92,5847,0.712
2021-03-04,Tennessee,37078,40345,1492576,2147660,975937,7.46,21.86,509424,14.29,31.45,5908,0.695
2021-03-05,Tennessee,47852,40442,1540428,2256060,1001098,7.79,22.56,531690,14.66,33.04,5922,0.683
2021-03-06,Tennessee,40327,39889,1580755,2305870,1026523,8,23.15,546244,15.03,33.76,5841,0.686
2021-03-07,Tennessee,53843,39317,1634598,2305870,1053348,8.39,23.94,572915,15.42,33.76,5757,0.709
2021-01-12,Texas,NA,NA,911461,1949125,809148,0.35,3.14,101317,2.79,6.72,NA,0.468
2021-01-13,Texas,66581,66581,978042,1984225,861072,0.4,3.37,115965,2.97,6.84,2296,0.493
2021-01-14,Texas,65582,66082,1043624,2105600,917387,NA,3.6,NA,3.16,7.26,2279,0.496
2021-01-15,Texas,116618,82927,1160242,2105600,1003412,0.54,4,155660,3.46,7.26,2860,0.551
2021-01-16,Texas,60936.75,77429,NA,NA,NA,NA,NA,NA,NA,NA,2670,NA
2021-01-17,Texas,60936.75,74131,NA,NA,NA,NA,NA,NA,NA,NA,2557,NA
2021-01-18,Texas,60936.75,71932,NA,NA,NA,NA,NA,NA,NA,NA,2481,NA
2021-01-19,Texas,60936.75,70361,1403989,2105600,1222952,0.62,4.84,179801,4.22,7.26,2427,0.667
2021-01-20,Texas,67757,70529,1471746,2551125,1282998,0.65,5.08,187503,4.42,8.8,2432,0.577
2021-01-21,Texas,72805,71561,1544551,2754800,1337706,0.71,5.33,205538,4.61,9.5,2468,0.561
2021-01-22,Texas,100230,69220,1644781,2884425,1412767,0.8,5.67,230596,4.87,9.95,2387,0.57
2021-01-23,Texas,83088,72384,1727869,3070825,1474571,0.87,5.96,251815,5.08,10.59,2496,0.563
2021-01-24,Texas,35430,68740,1763299,3070825,1502751,0.89,6.08,259056,5.18,10.59,2371,0.574
2021-01-25,Texas,40707,65851,1804006,3070825,1532381,0.93,6.22,270118,5.28,10.59,2271,0.587
2021-01-26,Texas,113890,73415,1917896,3342350,1614648,1.04,6.61,301684,5.57,11.53,2532,0.574
2021-01-27,Texas,56478,71804,1974374,3505450,1648575,1.12,6.81,324212,5.69,12.09,2476,0.563
2021-01-28,Texas,132631,80351,2107005,3513450,1731725,1.29,7.27,373624,5.97,12.12,2771,0.6
2021-01-29,Texas,112862,82155,2219867,3659550,1804291,1.43,7.66,413844,6.22,12.62,2833,0.607
2021-01-30,Texas,120791,87541,2340658,3659550,1886813,1.56,8.07,452040,6.51,12.62,3019,0.64
2021-01-31,Texas,68221,92226,2408879,3659550,1928227,1.65,8.31,478812,6.65,12.62,3181,0.658
2021-02-01,Texas,87353,98889,2496232,3659550,1991555,1.73,8.61,502794,6.87,12.62,3410,0.682
2021-02-02,Texas,0,82619,2496232,4092150,1991555,1.73,8.61,502794,6.87,14.11,2849,0.61
2021-02-03,Texas,156664,96932,2652896,4214900,2086493,1.95,9.15,564433,7.2,14.54,3343,0.629
2021-02-04,Texas,152463,99765,2805359,4232675,2181310,2.14,9.68,621991,7.52,14.6,3441,0.663
2021-02-05,Texas,125408,101557,2930767,4244375,2257870,2.31,10.11,670782,7.79,14.64,3502,0.691
2021-02-06,Texas,177169,109611,3107936,4402275,2371311,2.53,10.72,734386,8.18,15.18,3780,0.706
2021-02-07,Texas,138702,119680,3246638,4402275,2464468,2.69,11.2,779857,8.5,15.18,4127,0.737
2021-02-08,Texas,75424,117976,3322062,4402275,2512804,2.78,11.46,806885,8.67,15.18,4069,0.755
2021-02-09,Texas,114118,134278,3436180,4594050,2589885,2.91,11.85,843836,8.93,15.84,4631,0.748
2021-02-10,Texas,132438,130817,3568618,5010525,2672352,3.08,12.31,893767,9.22,17.28,4512,0.712
2021-02-11,Texas,139842,129014,3708460,5091325,2745305,3.31,12.79,960517,9.47,17.56,4449,0.728
2021-02-12,Texas,165121,134688,3873581,5095175,2834361,3.57,13.36,1036384,9.78,17.57,4645,0.76
2021-02-13,Texas,134405,128579,4007986,5098825,2901250,3.81,13.82,1103754,10.01,17.58,4434,0.786
2021-02-14,Texas,125761,126730,4133747,5099325,2970596,4,14.26,1159996,10.24,17.59,4371,0.811
2021-02-15,Texas,61318,124715,NA,NA,NA,NA,NA,NA,NA,NA,4301,NA
2021-02-16,Texas,61318,117172,4256383,5112975,3037786,4.19,14.68,1215236,10.48,17.63,4041,0.832
2021-02-17,Texas,55918,106240,4312301,5113175,3059756,4.31,14.87,1249085,10.55,17.63,3664,0.843
2021-02-18,Texas,21425,89324,4333726,5258675,3071010,4.34,14.95,1259237,10.59,18.14,3081,0.824
2021-02-19,Texas,208896,95577,4542622,5520100,3205884,4.59,15.67,1331268,11.06,19.04,3296,0.823
2021-02-20,Texas,72075,86673,4614697,5602100,3241776,4.72,15.92,1367318,11.18,19.32,2989,0.824
2021-02-21,Texas,59171,77160,4673868,5652800,3267255,4.83,16.12,1400924,11.27,19.5,2661,0.827
2021-02-22,Texas,37312,73731,4711180,5652800,3278912,4.92,16.25,1426511,11.31,19.5,2543,0.833
2021-02-23,Texas,89106,77700,4800286,6151450,3309933,5.12,16.56,1484480,11.42,21.22,2680,0.78
2021-02-24,Texas,123674,87380,4923960,7191395,3362877,5.36,16.98,1554957,11.6,24.8,3014,0.685
2021-02-25,Texas,183297,110504,5107257,7380615,3432978,5.75,17.61,1667843,11.84,25.45,3811,0.692
2021-02-26,Texas,165820,104351,5273077,7419305,3511724,6.05,18.19,1754655,12.11,25.59,3599,0.711
2021-02-27,Texas,121884,111466,5394961,7615175,3581903,6.23,18.61,1806218,12.35,26.26,3844,0.708
2021-02-28,Texas,171651,127535,5566612,7615175,3674676,6.5,19.2,1884890,12.67,26.26,4398,0.731
2021-03-01,Texas,5884,123045,5572496,7615175,3679952,6.5,19.22,1885470,12.69,26.26,4244,0.732
2021-03-02,Texas,384133,165192,5956629,8234755,3883032,7.12,20.54,2066013,13.39,28.4,5697,0.723
2021-03-03,Texas,234921,181084,6191550,8709955,4001348,7.52,21.35,2182085,13.8,30.04,6245,0.711
2021-03-04,Texas,187544,181691,6379094,8839175,4110436,7.8,22,2260140,14.18,30.48,6266,0.722
2021-03-05,Texas,212081,188300,6591175,9164325,4257785,8.02,22.73,2324593,14.68,31.61,6494,0.719
2021-03-06,Texas,238100,204902,6829275,9250505,4410894,8.31,23.55,2409211,15.21,31.9,7067,0.738
2021-03-07,Texas,108892,195936,6938167,9250505,4482702,8.44,23.93,2446292,15.46,31.9,6757,0.75
2021-01-12,Utah,NA,NA,95225,256275,90613,0.14,2.97,4608,2.83,7.99,NA,0.372
2021-01-13,Utah,8811,8811,104036,266025,98010,0.19,3.24,6021,3.06,8.3,2748,0.391
2021-01-14,Utah,11348,10080,115384,267975,103833,NA,3.6,NA,3.24,8.36,3144,0.431
2021-01-15,Utah,12826,10995,128210,268175,114504,0.33,4,10534,3.57,8.36,3430,0.478
2021-01-16,Utah,8748.75,10433,NA,NA,NA,NA,NA,NA,NA,NA,3254,NA
2021-01-17,Utah,8748.75,10096,NA,NA,NA,NA,NA,NA,NA,NA,3149,NA
2021-01-18,Utah,8748.75,9872,NA,NA,NA,NA,NA,NA,NA,NA,3079,NA
2021-01-19,Utah,8748.75,9711,163205,268175,144056,0.48,5.09,15367,4.49,8.36,3029,0.609
2021-01-20,Utah,18587,11108,181792,319700,159814,0.51,5.67,16272,4.98,9.97,3465,0.569
2021-01-21,Utah,7786,10599,189578,337825,166334,0.54,5.91,17275,5.19,10.54,3306,0.561
2021-01-22,Utah,13151,10646,202729,341725,175364,0.65,6.32,20697,5.47,10.66,3321,0.593
2021-01-23,Utah,0,9396,202729,341725,175364,0.65,6.32,20697,5.47,10.66,2931,0.593
2021-01-24,Utah,0,8146,202729,341725,175364,0.65,6.32,20697,5.47,10.66,2541,0.593
2021-01-25,Utah,26278,10650,229007,341725,195221,0.8,7.14,25693,6.09,10.66,3322,0.67
2021-01-26,Utah,1411,9602,230418,374850,196507,0.8,7.19,25817,6.13,11.69,2995,0.615
2021-01-27,Utah,9389,8288,239807,394250,201134,0.94,7.48,30065,6.27,12.3,2585,0.608
2021-01-28,Utah,0,7176,239807,399425,201134,0.94,7.48,30065,6.27,12.46,2238,0.6
2021-01-29,Utah,31320,9771,271127,401375,219468,1.28,8.46,40909,6.85,12.52,3048,0.675
2021-01-30,Utah,15374,11967,286501,401375,227616,1.43,8.94,45874,7.1,12.52,3733,0.714
2021-01-31,Utah,0,11967,286501,401375,227616,1.43,8.94,45874,7.1,12.52,3733,0.714
2021-02-01,Utah,36529,13432,323030,401375,244613,1.95,10.08,62607,7.63,12.52,4190,0.805
2021-02-02,Utah,1606,13460,324636,427225,245534,1.97,10.13,63286,7.66,13.33,4198,0.76
2021-02-03,Utah,0,12118,324636,471575,245534,1.97,10.13,63286,7.66,14.71,3780,0.688
2021-02-04,Utah,28833,16237,353469,492450,258569,2.34,11.02,74992,8.06,15.36,5065,0.718
2021-02-05,Utah,23026,15053,376495,493425,271345,2.52,11.74,80826,8.46,15.39,4695,0.763
2021-02-06,Utah,23790,16255,400285,493525,284458,2.75,12.49,88190,8.87,15.39,5070,0.811
2021-02-07,Utah,0,16255,400285,493525,284458,2.75,12.49,88190,8.87,15.39,5070,0.811
2021-02-08,Utah,106344,26228,506629,493525,304991,3.25,15.8,104274,9.51,15.39,8181,1.027
2021-02-09,Utah,3638,26519,510267,531875,307059,3.3,15.92,105704,9.58,16.59,8272,0.959
2021-02-10,Utah,0,26519,510267,554050,307059,3.3,15.92,105704,9.58,17.28,8272,0.921
2021-02-11,Utah,0,22400,510267,579600,307059,3.3,15.92,105704,9.58,18.08,6987,0.88
2021-02-12,Utah,0,19110,510267,579700,307059,3.3,15.92,105704,9.58,18.08,5961,0.88
2021-02-13,Utah,0,15712,510267,579700,307059,3.3,15.92,105704,9.58,18.08,4901,0.88
2021-02-14,Utah,0,15712,510267,579700,307059,3.3,15.92,105704,9.58,18.08,4901,0.88
2021-02-15,Utah,11184,2117,NA,NA,NA,NA,NA,NA,NA,NA,660,NA
2021-02-16,Utah,11184,3195,532635,604675,314844,3.68,16.61,118086,9.82,18.86,997,0.881
2021-02-17,Utah,0,3195,532635,605650,314844,3.68,16.61,118086,9.82,18.89,997,0.879
2021-02-18,Utah,19107,5925,551742,618325,322861,3.93,17.21,126080,10.07,19.29,1848,0.892
2021-02-19,Utah,32906,10626,584648,657150,343017,4.24,18.24,136006,10.7,20.5,3314,0.89
2021-02-20,Utah,25426,14258,610074,658750,356046,4.56,19.03,146105,11.11,20.55,4447,0.926
2021-02-21,Utah,506,14330,610580,658750,356371,4.56,19.05,146286,11.12,20.55,4470,0.927
2021-02-22,Utah,294,12775,610874,658750,356543,4.57,19.05,146408,11.12,20.55,3985,0.927
2021-02-23,Utah,174,11202,611048,723510,356619,4.57,19.06,146506,11.12,22.57,3494,0.845
2021-02-24,Utah,18125,13791,629173,759020,364163,4.83,19.62,154920,11.36,23.67,4302,0.829
2021-02-25,Utah,32839,15753,662012,787680,378311,5.26,20.65,168462,11.8,24.57,4914,0.84
2021-02-26,Utah,563,11132,662575,816550,378573,5.26,20.67,168763,11.81,25.47,3472,0.811
2021-02-27,Utah,25301,11115,687876,820950,391753,5.52,21.46,177135,12.22,25.61,3467,0.838
2021-02-28,Utah,629,11132,688505,820950,391955,5.54,21.48,177561,12.23,25.61,3472,0.839
2021-03-01,Utah,1,11090,688506,820950,391956,5.54,21.48,177561,12.23,25.61,3459,0.839
2021-03-02,Utah,33795,15893,722301,879350,406549,5.95,22.53,190682,12.68,27.43,4957,0.821
2021-03-03,Utah,23612,16677,745913,911620,423021,6.13,23.27,196395,13.2,28.44,5202,0.818
2021-03-04,Utah,479,12054,746392,953380,423205,6.14,23.28,196689,13.2,29.74,3760,0.783
2021-03-05,Utah,50357,19168,796749,990800,457545,6.43,24.85,206238,14.27,30.9,5979,0.804
2021-03-06,Utah,35686,20651,832435,993140,483717,6.6,25.96,211460,15.09,30.98,6441,0.838
2021-03-07,Utah,732,20666,833167,993140,483961,6.61,25.99,211948,15.1,30.98,6446,0.839
2021-01-12,Vermont,NA,NA,25757,64925,NA,NA,4.13,NA,NA,10.4,NA,0.397
2021-01-13,Vermont,3814,3814,29571,69800,NA,NA,4.74,NA,NA,11.19,6112,0.424
2021-01-14,Vermont,0,1907,29571,69800,26603,NA,4.74,NA,4.26,11.19,3056,0.424
2021-01-15,Vermont,2899,2238,32470,74000,28355,0.66,5.2,4100,4.54,11.86,3587,0.439
2021-01-16,Vermont,2027.75,2185,NA,NA,NA,NA,NA,NA,NA,NA,3502,NA
2021-01-17,Vermont,2027.75,2154,NA,NA,NA,NA,NA,NA,NA,NA,3452,NA
2021-01-18,Vermont,2027.75,2133,NA,NA,NA,NA,NA,NA,NA,NA,3418,NA
2021-01-19,Vermont,2027.75,2118,40581,74000,34427,0.98,6.5,6114,5.52,11.86,3394,0.548
2021-01-20,Vermont,233,1606,40814,75950,34607,0.99,6.54,6167,5.55,12.17,2574,0.537
2021-01-21,Vermont,2021,1895,42835,78875,36233,1.05,6.86,6545,5.81,12.64,3037,0.543
2021-01-22,Vermont,3612,1997,46447,84825,38432,1.27,7.44,7954,6.16,13.59,3200,0.548
2021-01-23,Vermont,2979,2133,49426,90000,40484,1.42,7.92,8877,6.49,14.42,3418,0.549
2021-01-24,Vermont,2446,2192,51872,90000,41950,1.58,8.31,9853,6.72,14.42,3513,0.576
2021-01-25,Vermont,1752,2153,53624,90000,43356,1.63,8.59,10195,6.95,14.42,3450,0.596
2021-01-26,Vermont,792,1976,54416,92925,43994,1.66,8.72,10349,7.05,14.89,3167,0.586
2021-01-27,Vermont,961,2080,55377,96825,44498,1.73,8.88,10806,7.13,15.52,3333,0.572
2021-01-28,Vermont,3494,2291,58871,98775,46376,1.99,9.44,12418,7.43,15.83,3672,0.596
2021-01-29,Vermont,2866,2184,61737,99750,47485,2.27,9.89,14168,7.61,15.99,3500,0.619
2021-01-30,Vermont,2040,2050,63777,99750,48473,2.44,10.22,15213,7.77,15.99,3285,0.639
2021-01-31,Vermont,3403,2187,67180,99750,50571,2.64,10.77,16491,8.1,15.99,3505,0.673
2021-02-01,Vermont,5248,2686,72428,99750,53967,2.94,11.61,18338,8.65,15.99,4305,0.726
2021-02-02,Vermont,1593,2801,74021,109825,54994,3.03,11.86,18903,8.81,17.6,4489,0.674
2021-02-03,Vermont,697,2763,74718,113625,55357,3.08,11.97,19237,8.87,18.21,4428,0.658
2021-02-04,Vermont,2480,2618,77198,116075,56221,3.34,12.37,20843,9.01,18.6,4196,0.665
2021-02-05,Vermont,2856,2617,80054,116075,57432,3.6,12.83,22483,9.2,18.6,4194,0.69
2021-02-06,Vermont,2938,2745,82992,116075,58637,3.88,13.3,24212,9.4,18.6,4399,0.715
2021-02-07,Vermont,4188,2857,87180,116075,60863,4.19,13.97,26162,9.75,18.6,4579,0.751
2021-02-08,Vermont,3148,2557,90328,116075,63024,4.35,14.48,27144,10.1,18.6,4098,0.778
2021-02-09,Vermont,2709,2717,93037,129875,64864,4.49,14.91,28010,10.4,20.81,4354,0.716
2021-02-10,Vermont,825,2735,93862,134075,65577,4.51,15.04,28122,10.51,21.49,4383,0.7
2021-02-11,Vermont,3046,2816,96908,137925,67024,4.76,15.53,29713,10.74,22.1,4513,0.703
2021-02-12,Vermont,3128,2855,100036,138025,68654,5,16.03,31208,11,22.12,4575,0.725
2021-02-13,Vermont,2680,2818,102716,138025,70351,5.16,16.46,32186,11.27,22.12,4516,0.744
2021-02-14,Vermont,4071,2801,106787,138025,73105,5.37,17.11,33495,11.72,22.12,4489,0.774
2021-02-15,Vermont,4099.5,2937,NA,NA,NA,NA,NA,NA,NA,NA,4707,NA
2021-02-16,Vermont,4099.5,3136,114986,147425,78022,5.89,18.43,36773,12.5,23.63,5026,0.78
2021-02-17,Vermont,978,3157,115964,150375,78816,5.92,18.58,36957,12.63,24.1,5059,0.771
2021-02-18,Vermont,2220,3039,118184,151350,79606,6.15,18.94,38381,12.76,24.26,4870,0.781
2021-02-19,Vermont,9435,3940,127619,159650,86590,6.54,20.45,40829,13.88,25.58,6314,0.799
2021-02-20,Vermont,4493,4199,132112,159650,88826,6.9,21.17,43084,14.24,25.58,6729,0.828
2021-02-21,Vermont,5032,4337,137144,163550,91923,7.21,21.98,45017,14.73,26.21,6950,0.839
2021-02-22,Vermont,4292,4364,141436,163550,94486,7.49,22.67,46743,15.14,26.21,6994,0.865
2021-02-23,Vermont,2649,4157,144085,178620,96215,7.64,23.09,47661,15.42,28.63,6662,0.807
2021-02-24,Vermont,885,4144,144970,194760,97004,7.65,23.23,47757,15.55,31.21,6641,0.744
2021-02-25,Vermont,2858,4235,147828,205810,98510,7.87,23.69,49103,15.79,32.98,6787,0.718
2021-02-26,Vermont,3710,3417,151538,206910,101037,8.06,24.28,50280,16.19,33.16,5476,0.732
2021-02-27,Vermont,5391,3545,156929,206910,103980,8.45,25.15,52718,16.66,33.16,5681,0.758
2021-02-28,Vermont,5629,3631,162558,206910,107089,8.85,26.05,55224,17.16,33.16,5819,0.786
2021-03-01,Vermont,5492,3802,168050,206910,109761,9.3,26.93,58041,17.59,33.16,6093,0.812
2021-03-02,Vermont,3507,3925,171557,227350,111761,9.54,27.49,59544,17.91,36.44,6290,0.755
2021-03-03,Vermont,1622,4030,173179,230850,112844,9.63,27.75,60078,18.08,37,6458,0.75
2021-03-04,Vermont,2588,3991,175767,246000,114447,9.78,28.17,61060,18.34,39.42,6396,0.714
2021-03-05,Vermont,3813,4006,179580,253300,117433,9.92,28.78,61881,18.82,40.59,6420,0.709
2021-03-06,Vermont,4747,3914,184327,261100,120844,10.13,29.54,63211,19.37,41.84,6273,0.706
2021-03-07,Vermont,7202,4139,191529,261100,125483,10.54,30.69,65766,20.11,41.84,6633,0.734
2021-01-12,Veterans Health,NA,NA,226754,885950,207449,NA,NA,19301,NA,NA,NA,0.256
2021-01-13,Veterans Health,27623,27623,254377,941525,227886,NA,NA,26487,NA,NA,NA,0.27
2021-01-14,Veterans Health,30320,28972,284697,941925,252993,NA,NA,NA,NA,NA,NA,0.302
2021-01-15,Veterans Health,33074,30339,317771,994425,280461,NA,NA,36983,NA,NA,NA,0.32
2021-01-16,Veterans Health,24609.5,28907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-17,Veterans Health,24609.5,28047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-18,Veterans Health,24609.5,27474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-01-19,Veterans Health,24609.5,27065,416209,994425,372382,NA,NA,43469,NA,NA,NA,0.419
2021-01-20,Veterans Health,16360,25456,432569,1048050,387870,NA,NA,44329,NA,NA,NA,0.413
2021-01-21,Veterans Health,94689,34652,527258,1100725,463738,NA,NA,62996,NA,NA,NA,0.479
2021-01-22,Veterans Health,52405,37413,579663,1150825,497096,NA,NA,81966,NA,NA,NA,0.504
2021-01-23,Veterans Health,43927,40173,623590,1151525,529784,NA,NA,93168,NA,NA,NA,0.542
2021-01-24,Veterans Health,40655,42465,664245,1151525,564247,NA,NA,99328,NA,NA,NA,0.577
2021-01-25,Veterans Health,38534,44454,702779,1151525,600685,NA,NA,101396,NA,NA,NA,0.61
2021-01-26,Veterans Health,572,41020,703351,1260325,600904,NA,NA,101749,NA,NA,NA,0.558
2021-01-27,Veterans Health,42758,44791,746109,1312125,626115,NA,NA,119254,NA,NA,NA,0.569
2021-01-28,Veterans Health,46239,37870,792348,1367700,655236,NA,NA,136319,NA,NA,NA,0.579
2021-01-29,Veterans Health,49149,37405,841497,1367700,688872,NA,NA,151793,NA,NA,NA,0.615
2021-01-30,Veterans Health,46808,37816,888305,1367700,721252,NA,NA,166191,NA,NA,NA,0.649
2021-01-31,Veterans Health,43973,38290,932278,1367700,754720,NA,NA,176655,NA,NA,NA,0.682
2021-02-01,Veterans Health,31068,37224,963346,1367700,781179,NA,NA,181258,NA,NA,NA,0.704
2021-02-02,Veterans Health,10025,38574,973371,1491725,789785,NA,NA,182677,NA,NA,NA,0.653
2021-02-03,Veterans Health,40603,38266,1013974,1543525,813455,NA,NA,199554,NA,NA,NA,0.657
2021-02-04,Veterans Health,12199,33404,1026173,1598925,816665,NA,NA,208498,NA,NA,NA,0.642
2021-02-05,Veterans Health,51838,33788,1078011,1600425,847699,NA,NA,229255,NA,NA,NA,0.674
2021-02-06,Veterans Health,52797,34643,1130808,1733525,876409,NA,NA,253303,NA,NA,NA,0.652
2021-02-07,Veterans Health,89492,41146,1220300,1733525,927688,NA,NA,291482,NA,NA,NA,0.704
2021-02-08,Veterans Health,38657,42230,1258957,1733525,952628,NA,NA,305197,NA,NA,NA,0.726
2021-02-09,Veterans Health,9596,42169,1268553,1929100,958539,NA,NA,308881,NA,NA,NA,0.658
2021-02-10,Veterans Health,54280,44123,1322833,1986425,988979,NA,NA,332704,NA,NA,NA,0.666
2021-02-11,Veterans Health,54525,50169,1377358,2042525,1020271,NA,NA,355921,NA,NA,NA,0.674
2021-02-12,Veterans Health,61979,51618,1439337,2042525,1056801,NA,NA,381365,NA,NA,NA,0.705
2021-02-13,Veterans Health,63324,53122,1502661,2042525,1091919,NA,NA,409548,NA,NA,NA,0.736
2021-02-14,Veterans Health,98169,54361,1600830,2042525,1146573,NA,NA,453043,NA,NA,NA,0.784
2021-02-15,Veterans Health,45936,55401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-02-16,Veterans Health,45936,60593,1692702,2048375,1211927,NA,NA,479556,NA,NA,NA,0.826
2021-02-17,Veterans Health,27592,56780,1720294,2080550,1230159,NA,NA,488912,NA,NA,NA,0.827
2021-02-18,Veterans Health,53383,56617,1773677,2111750,1251428,NA,NA,521010,NA,NA,NA,0.84
2021-02-19,Veterans Health,41369,53673,1815046,2125400,1268720,NA,NA,545078,NA,NA,NA,0.854
2021-02-20,Veterans Health,47919,51472,1862965,2185950,1289839,NA,NA,571860,NA,NA,NA,0.852
2021-02-21,Veterans Health,48324,44351,1911289,2186925,1310255,NA,NA,599755,NA,NA,NA,0.874
2021-02-22,Veterans Health,45853,44339,1957142,2186925,1328177,NA,NA,627679,NA,NA,NA,0.895
2021-02-23,Veterans Health,45664,44301,2002806,2384285,1345116,NA,NA,656399,NA,NA,NA,0.84
2021-02-24,Veterans Health,32946,45065,2035752,2459785,1358289,NA,NA,676163,NA,NA,NA,0.828
2021-02-25,Veterans Health,41834,43416,2077586,2595905,1377608,NA,NA,698669,NA,NA,NA,0.8
2021-02-26,Veterans Health,40479,43288,2118065,2595905,1397648,NA,NA,719102,NA,NA,NA,0.816
2021-02-27,Veterans Health,120483,53655,2238548,2597405,1461294,NA,NA,775917,NA,NA,NA,0.862
2021-02-28,Veterans Health,65126,56055,2303674,2597405,1497145,NA,NA,805178,NA,NA,NA,0.887
2021-03-01,Veterans Health,52772,57043,2356446,2597405,1532520,NA,NA,822571,NA,NA,NA,0.907
2021-03-02,Veterans Health,16165,52829,2372611,2770485,1540721,NA,NA,830514,NA,NA,NA,0.856
2021-03-03,Veterans Health,47578,54920,2420189,2779685,1565132,NA,NA,853672,NA,NA,NA,0.871
2021-03-04,Veterans Health,55826,56918,2476015,3191805,1595222,NA,NA,879401,NA,NA,NA,0.776
2021-03-05,Veterans Health,59753,59672,2535768,3194405,1628955,NA,NA,905414,NA,NA,NA,0.794
2021-03-06,Veterans Health,61603,51260,2597371,3195405,1665682,NA,NA,930285,NA,NA,NA,0.813
2021-03-07,Veterans Health,60844,50649,2658215,3195405,1702139,NA,NA,954657,NA,NA,NA,0.832
2021-01-12,Virgin Islands,NA,NA,880,9175,NA,NA,0.84,NA,NA,8.76,NA,0.096
2021-01-13,Virgin Islands,315,315,1195,9575,NA,NA,1.14,NA,NA,9.15,3009,0.125
2021-01-14,Virgin Islands,229,272,1424,10750,1267,NA,1.36,NA,1.21,10.27,2598,0.132
2021-01-15,Virgin Islands,207,250,1631,11825,1474,0.15,1.56,157,1.41,11.3,2388,0.138
2021-01-16,Virgin Islands,126,219,NA,NA,NA,NA,NA,NA,NA,NA,2092,NA
2021-01-17,Virgin Islands,126,201,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA
2021-01-18,Virgin Islands,126,188,NA,NA,NA,NA,NA,NA,NA,NA,1796,NA
2021-01-19,Virgin Islands,126,179,2135,11825,1970,0.16,2.04,165,1.88,11.3,1710,0.181
2021-01-20,Virgin Islands,283,175,2418,12325,2178,0.23,2.31,240,2.08,11.77,1672,0.196
2021-01-21,Virgin Islands,326,189,2744,13325,2450,0.28,2.62,294,2.34,12.73,1806,0.206
2021-01-22,Virgin Islands,326,206,3070,13525,2703,0.35,2.93,367,2.58,12.92,1968,0.227
2021-01-23,Virgin Islands,285,228,3355,13525,2946,0.39,3.2,409,2.81,12.92,2178,0.248
2021-01-24,Virgin Islands,23,214,3378,13525,2969,0.39,3.23,409,2.84,12.92,2044,0.25
2021-01-25,Virgin Islands,21,199,3399,14500,2984,0.4,3.25,415,2.85,13.85,1901,0.234
2021-01-26,Virgin Islands,348,230,3747,15700,3251,0.47,3.58,496,3.11,15,2197,0.239
2021-01-27,Virgin Islands,427,251,4174,16875,3538,0.61,3.99,636,3.38,16.12,2398,0.247
2021-01-28,Virgin Islands,446,268,4620,17075,3901,0.69,4.41,719,3.73,16.31,2560,0.271
2021-01-29,Virgin Islands,636,312,5256,17075,4367,0.85,5.02,889,4.17,16.31,2981,0.308
2021-01-30,Virgin Islands,711,373,5967,17075,4898,1.02,5.7,1069,4.68,16.31,3563,0.349
2021-01-31,Virgin Islands,41,376,6008,17075,4920,1.04,5.74,1088,4.7,16.31,3592,0.352
2021-02-01,Virgin Islands,108,388,6116,17075,5026,1.04,5.84,1090,4.8,16.31,3707,0.358
2021-02-02,Virgin Islands,593,423,6709,20325,5447,1.21,6.41,1262,5.2,19.42,4041,0.33
2021-02-03,Virgin Islands,678,459,7387,20325,5906,1.42,7.06,1481,5.64,19.42,4385,0.363
